#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:583:2:120,120,Satawal,FM120,,,,Yap,FM1,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:201,201,Weno,FM201,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:202,202,PiisPenau,FM202,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:203,203,Fono,FM203,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:204,204,Tonoas,FM204,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:205,205,Fefen,FM205,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:206,206,Siis,FM206,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:207,207,Uman,FM207,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:208,208,Parem,FM208,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:209,209,Eot,FM209,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:210,210,Udot,FM210,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:211,211,Romanum,FM211,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:212,212,Fanapanges,FM212,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:213,213,Wonei,FM213,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:214,214,Paata,FM214,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:215,215,Tol,FM215,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:216,216,Polle,FM216,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:217,217,Nema,FM217,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:218,218,Losap,FM218,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:219,219,PiisEmwar,FM219,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:220,220,Namoluk,FM220,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:221,221,Ettal,FM221,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:222,222,Lekinoch,FM222,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:223,223,Oneop,FM223,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:224,224,Satowan,FM224,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:225,225,Kuttu,FM225,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:226,226,Moch,FM226,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:227,227,Ta,FM227,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:228,228,Houk,FM228,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:229,229,Polowat,FM229,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:230,230,Pollap,FM230,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:231,231,Tamatam,FM231,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:232,232,Makur,FM232,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:233,233,Onoun,FM233,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:234,234,Onou,FM234,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:235,235,Unanu,FM235,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:236,236,Piherech,FM236,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:237,237,Nomwin,FM237,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:238,238,Fananu,FM238,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:239,239,Ruo,FM239,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:240,240,Murillo,FM240,,,,Chuuk,FM2,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:301,301,Madolenihmw,FM301,,,,Pohnpei,FM3,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:302,302,U,FM302,,,,Pohnpei,FM3,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:303,303,Nett,FM303,,,,Pohnpei,FM3,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:304,304,Sokehs,FM304,,,,Pohnpei,FM3,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:305,305,Kitti,FM305,,,,Pohnpei,FM3,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:306,306,Kolonia,FM306,,,,Pohnpei,FM3,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:307,307,Mwokilloa,FM307,,,,Pohnpei,FM3,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:308,308,Pingelap,FM308,,,,Pohnpei,FM3,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:309,309,Sapwuafik,FM309,,,,Pohnpei,FM3,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:310,310,Nukuoro,FM310,,,,Pohnpei,FM3,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:311,311,Kapingamarangi,FM311,,,,Pohnpei,FM3,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:401,401,Lelu,FM401,,,,Kosrae,FM4,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:402,402,Malem,FM402,,,,Kosrae,FM4,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:403,403,Utwe,FM403,,,,Kosrae,FM4,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:2:404,404,Tafunsak,FM404,,,,Kosrae,FM4,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
